fixed acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,type
MediumHigh,MediumHigh,MediumLow,MediumHigh,Medium,MediumLow,High,White
MediumLow,MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,MediumLow,White
MediumHigh,High,High,MediumHigh,Medium,MediumHigh,MediumLow,White
Medium,MediumHigh,High,High,MediumLow,Medium,MediumLow,White
Medium,MediumLow,High,MediumHigh,High,Medium,MediumHigh,White
MediumHigh,High,High,MediumHigh,MediumLow,Medium,MediumLow,White
MediumHigh,MediumLow,MediumLow,MediumLow,MediumHigh,MediumHigh,High,Red
High,Medium,MediumLow,MediumLow,High,High,MediumLow,Red
High,Medium,MediumHigh,MediumHigh,MediumHigh,MediumHigh,Medium,Red
High,Medium,Medium,MediumLow,MediumLow,MediumHigh,MediumHigh,Red
MediumHigh,High,High,High,Medium,MediumLow,MediumLow,White
Medium,Medium,MediumHigh,MediumHigh,MediumHigh,MediumLow,High,White
Medium,MediumLow,High,MediumHigh,Medium,High,MediumHigh,White
Medium,High,MediumLow,MediumHigh,Medium,MediumLow,High,White
MediumHigh,High,MediumHigh,MediumHigh,Medium,MediumHigh,High,White
MediumHigh,Medium,MediumLow,MediumLow,High,MediumHigh,MediumLow,Red
MediumLow,MediumLow,Medium,High,Medium,High,Medium,White
High,Medium,MediumLow,MediumLow,Medium,High,High,Red
High,Medium,MediumHigh,MediumHigh,Medium,High,Medium,White
MediumHigh,MediumLow,MediumHigh,MediumHigh,MediumLow,MediumLow,High,White
MediumLow,MediumHigh,High,MediumHigh,High,Medium,MediumHigh,White
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
MediumHigh,MediumHigh,Medium,MediumHigh,Medium,MediumLow,Medium,White
MediumLow,High,Medium,Medium,MediumHigh,Medium,Medium,White
High,Medium,Medium,MediumLow,MediumHigh,High,Medium,Red
MediumLow,High,High,MediumHigh,MediumLow,MediumLow,MediumHigh,White
MediumHigh,High,High,High,Medium,MediumLow,MediumHigh,White
MediumHigh,Medium,MediumLow,MediumLow,High,High,Medium,Red
Medium,MediumHigh,High,High,Medium,Medium,MediumLow,White
Medium,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
High,Medium,Medium,MediumHigh,MediumLow,MediumHigh,MediumHigh,White
MediumLow,MediumHigh,High,MediumHigh,MediumLow,MediumHigh,Medium,White
Medium,MediumHigh,MediumLow,Medium,Medium,MediumHigh,MediumHigh,White
MediumLow,MediumLow,High,MediumHigh,High,MediumLow,High,White
Medium,High,High,High,Medium,MediumHigh,MediumHigh,White
MediumHigh,MediumLow,MediumHigh,High,High,Medium,High,White
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
Medium,MediumHigh,High,High,Medium,Medium,MediumLow,White
Medium,MediumLow,MediumHigh,MediumHigh,Medium,High,High,White
MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,White
Medium,MediumLow,MediumHigh,Medium,MediumLow,Medium,MediumLow,White
High,Medium,MediumLow,MediumLow,MediumLow,Medium,Medium,Red
Medium,High,High,MediumHigh,MediumLow,High,MediumLow,White
Medium,MediumLow,MediumHigh,MediumHigh,MediumLow,MediumHigh,MediumLow,White
MediumHigh,High,High,High,High,MediumLow,Medium,White
MediumHigh,MediumHigh,MediumHigh,High,MediumHigh,MediumHigh,MediumHigh,White
MediumLow,MediumLow,Medium,Medium,MediumHigh,MediumLow,High,White
High,Medium,Medium,MediumLow,Medium,High,MediumHigh,Red
Medium,MediumLow,High,MediumHigh,MediumHigh,MediumLow,High,White
Medium,High,High,High,MediumLow,MediumLow,MediumLow,White
MediumLow,High,MediumLow,High,MediumLow,Medium,MediumLow,White
MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumLow,White
MediumHigh,High,High,High,Medium,MediumLow,MediumLow,White
MediumLow,Medium,MediumHigh,MediumHigh,High,MediumLow,High,White
Medium,MediumHigh,High,MediumHigh,MediumLow,MediumHigh,MediumHigh,White
MediumLow,MediumLow,MediumLow,Medium,High,Medium,MediumHigh,White
MediumHigh,Medium,MediumHigh,Medium,High,MediumHigh,Medium,Red
Medium,MediumHigh,Medium,MediumHigh,MediumLow,High,MediumHigh,White
MediumLow,MediumLow,High,MediumHigh,High,High,MediumHigh,White
Medium,MediumLow,MediumHigh,Medium,MediumHigh,High,Medium,White
High,Medium,MediumLow,Medium,Medium,MediumHigh,MediumLow,Red
MediumHigh,High,Medium,MediumHigh,MediumLow,Medium,MediumLow,White
MediumHigh,Medium,Medium,Medium,Medium,Medium,MediumHigh,White
High,MediumHigh,MediumLow,MediumLow,MediumHigh,MediumHigh,Medium,Red
High,MediumHigh,MediumHigh,MediumHigh,MediumLow,Medium,MediumHigh,White
MediumHigh,MediumLow,MediumHigh,Medium,High,Medium,High,White
High,Medium,MediumHigh,MediumHigh,Medium,MediumHigh,Medium,Red
Medium,MediumHigh,Medium,MediumHigh,MediumHigh,MediumHigh,High,White
MediumHigh,High,High,High,High,High,MediumLow,White
Medium,Medium,MediumLow,MediumLow,High,Medium,MediumLow,Red
MediumHigh,High,MediumHigh,High,Medium,Medium,MediumLow,White
MediumHigh,Medium,Medium,MediumLow,High,MediumHigh,MediumHigh,Red
Medium,High,High,MediumHigh,Medium,MediumLow,Medium,White
MediumLow,Medium,Medium,Medium,Medium,Medium,MediumHigh,White
MediumHigh,MediumLow,MediumLow,MediumLow,MediumHigh,High,MediumHigh,Red
High,Medium,MediumLow,MediumLow,MediumHigh,High,High,Red
High,High,MediumHigh,High,Medium,Medium,MediumHigh,White
Medium,MediumLow,MediumLow,MediumLow,MediumLow,MediumHigh,Medium,White
MediumLow,MediumLow,Medium,Medium,High,MediumHigh,MediumHigh,White
MediumLow,Medium,Medium,Medium,Medium,MediumLow,High,White
MediumHigh,MediumLow,MediumLow,MediumLow,High,MediumHigh,MediumLow,Red
Medium,Medium,MediumLow,MediumLow,High,High,MediumLow,Red
High,Medium,MediumLow,MediumHigh,MediumLow,High,High,White
Medium,Medium,High,Medium,High,High,High,White
High,Medium,Medium,MediumLow,Medium,MediumHigh,Medium,Red
MediumLow,MediumLow,Medium,Medium,MediumHigh,Medium,Medium,White
High,MediumLow,MediumLow,Medium,MediumHigh,MediumLow,Medium,White
MediumHigh,MediumLow,MediumHigh,Medium,MediumLow,MediumLow,High,White
MediumHigh,High,High,High,MediumLow,MediumHigh,MediumLow,White
MediumHigh,Medium,Medium,Medium,High,MediumHigh,Medium,Red
MediumHigh,Medium,Medium,Medium,Medium,MediumLow,MediumHigh,White
MediumLow,Medium,MediumHigh,Medium,Medium,MediumHigh,High,White
MediumHigh,MediumLow,MediumLow,MediumLow,MediumHigh,MediumHigh,High,White
Medium,High,High,MediumHigh,Medium,MediumLow,MediumHigh,White
Medium,MediumHigh,MediumLow,High,Medium,MediumLow,MediumLow,White
MediumLow,MediumHigh,MediumLow,Medium,Medium,MediumLow,MediumLow,White
Medium,Medium,MediumLow,MediumLow,High,Medium,Medium,Red
Medium,High,MediumHigh,MediumHigh,Medium,Medium,MediumLow,White
MediumLow,MediumHigh,High,High,Medium,Medium,MediumLow,White
MediumLow,MediumHigh,MediumHigh,High,Medium,High,Medium,White
High,MediumLow,MediumLow,High,Medium,Medium,MediumLow,White
Medium,MediumHigh,Medium,MediumLow,Medium,MediumLow,MediumHigh,White
High,Medium,Medium,MediumLow,Medium,High,MediumHigh,Red
MediumLow,MediumLow,MediumLow,MediumLow,High,MediumLow,MediumLow,White
High,MediumLow,Medium,Medium,Medium,MediumLow,High,White
MediumHigh,Medium,MediumLow,MediumLow,High,MediumHigh,High,Red
High,High,MediumHigh,Medium,MediumHigh,Medium,Medium,White
MediumHigh,MediumHigh,High,High,Medium,MediumLow,Medium,White
MediumHigh,High,High,High,Medium,Medium,MediumLow,White
MediumHigh,MediumHigh,High,High,High,MediumHigh,MediumLow,White
MediumHigh,MediumHigh,MediumHigh,Medium,Medium,MediumHigh,Medium,White
MediumHigh,Medium,Medium,Medium,High,High,Medium,White
MediumHigh,High,Medium,MediumHigh,Medium,Medium,Medium,White
Medium,High,MediumHigh,Medium,High,Medium,MediumLow,White
Medium,MediumLow,MediumHigh,Medium,MediumHigh,MediumHigh,Medium,White
MediumLow,Medium,MediumLow,Medium,High,Medium,High,White
Medium,MediumHigh,MediumHigh,Medium,MediumHigh,High,High,White
Medium,MediumHigh,High,High,Medium,High,MediumLow,White
MediumLow,MediumHigh,High,MediumHigh,MediumLow,MediumLow,MediumLow,White
MediumHigh,MediumLow,Medium,MediumLow,High,MediumHigh,MediumLow,Red
MediumHigh,MediumLow,High,MediumHigh,MediumLow,MediumLow,MediumLow,White
High,Medium,MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,Red
Medium,High,Medium,Medium,High,Medium,Medium,White
Medium,MediumHigh,Medium,Medium,High,Medium,Medium,White
Medium,High,MediumLow,Medium,MediumLow,Medium,MediumLow,White
MediumHigh,High,High,MediumHigh,Medium,MediumLow,Medium,White
High,MediumLow,MediumHigh,High,MediumLow,MediumLow,Medium,White
Medium,MediumHigh,MediumHigh,Medium,MediumLow,Medium,MediumLow,White
MediumLow,MediumLow,MediumLow,Medium,High,Medium,MediumHigh,White
Medium,High,High,High,MediumLow,Medium,MediumLow,White
MediumHigh,MediumHigh,MediumLow,MediumLow,MediumLow,MediumHigh,High,White
MediumHigh,High,High,High,High,Medium,Medium,White
Medium,Medium,MediumHigh,MediumHigh,MediumHigh,High,MediumHigh,White
Medium,MediumLow,High,High,Medium,Medium,Medium,White
MediumHigh,Medium,MediumLow,MediumLow,High,High,Medium,Red
MediumLow,High,High,MediumHigh,MediumLow,MediumHigh,MediumHigh,White
High,MediumHigh,Medium,MediumHigh,MediumHigh,MediumLow,High,White
MediumHigh,MediumHigh,MediumLow,MediumHigh,MediumHigh,Medium,High,White
MediumLow,MediumHigh,High,High,High,Medium,MediumHigh,White
MediumHigh,MediumHigh,High,High,High,MediumHigh,Medium,White
MediumLow,MediumHigh,High,MediumHigh,MediumHigh,High,Medium,White
High,MediumHigh,MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,Red
Medium,High,High,High,Medium,Medium,MediumLow,White
Medium,Medium,Medium,MediumLow,High,High,Medium,Red
High,MediumLow,MediumLow,MediumHigh,Medium,Medium,MediumLow,White
High,Medium,Medium,Medium,MediumHigh,Medium,Medium,Red
MediumLow,MediumLow,MediumLow,MediumLow,High,Medium,Medium,Red
Medium,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
Medium,MediumLow,Medium,MediumHigh,High,Medium,High,White
Medium,MediumHigh,High,High,Medium,MediumLow,MediumLow,White
MediumLow,MediumHigh,Medium,Medium,Medium,MediumLow,MediumHigh,White
MediumHigh,High,High,High,Medium,MediumLow,High,White
Medium,MediumLow,MediumHigh,MediumHigh,Medium,Medium,High,White
MediumHigh,High,High,Medium,Medium,MediumLow,High,White
MediumLow,High,High,MediumHigh,MediumLow,MediumLow,MediumLow,White
MediumHigh,MediumHigh,High,High,MediumLow,MediumLow,MediumHigh,White
MediumLow,High,High,MediumHigh,MediumLow,MediumLow,MediumLow,White
High,MediumHigh,Medium,MediumLow,Medium,High,Medium,Red
Medium,MediumHigh,Medium,MediumHigh,Medium,Medium,High,White
MediumLow,MediumLow,Medium,Medium,MediumLow,MediumLow,MediumHigh,White
High,MediumHigh,MediumHigh,Medium,MediumLow,MediumLow,MediumHigh,White
Medium,MediumLow,MediumHigh,Medium,High,MediumHigh,MediumHigh,White
High,Medium,MediumLow,MediumLow,Medium,High,MediumHigh,Red
MediumHigh,Medium,Medium,MediumLow,MediumHigh,Medium,High,White
High,MediumHigh,Medium,Medium,MediumLow,MediumLow,High,White
Medium,Medium,MediumHigh,MediumLow,High,High,MediumHigh,Red
High,Medium,Medium,Medium,Medium,High,MediumLow,Red
MediumLow,MediumHigh,High,High,MediumHigh,MediumLow,Medium,White
MediumHigh,Medium,MediumLow,MediumLow,High,High,MediumLow,Red
Medium,MediumHigh,Medium,MediumLow,MediumLow,MediumLow,MediumHigh,White
MediumLow,MediumHigh,MediumLow,Medium,MediumLow,High,High,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,MediumLow,Red
MediumHigh,MediumHigh,MediumLow,MediumLow,High,High,MediumHigh,Red
Medium,MediumHigh,High,High,Medium,MediumLow,MediumLow,White
High,MediumHigh,MediumLow,MediumLow,MediumLow,High,High,Red
Medium,Medium,Medium,High,Medium,MediumHigh,MediumHigh,White
Medium,High,High,High,MediumHigh,MediumHigh,Medium,White
High,High,MediumHigh,High,Medium,Medium,MediumLow,White
MediumLow,MediumHigh,MediumHigh,MediumHigh,High,Medium,MediumHigh,White
High,Medium,MediumLow,MediumLow,High,High,High,Red
MediumHigh,Medium,MediumLow,MediumLow,High,High,MediumHigh,Red
High,MediumHigh,Medium,MediumHigh,MediumHigh,MediumHigh,Medium,White
Medium,High,MediumHigh,Medium,MediumLow,MediumLow,High,White
High,Medium,Medium,MediumLow,MediumLow,High,MediumHigh,Red
MediumLow,MediumLow,High,MediumHigh,High,MediumHigh,High,White
High,High,MediumHigh,High,Medium,MediumHigh,MediumLow,White
Medium,MediumLow,MediumLow,Medium,MediumHigh,High,High,White
MediumHigh,High,High,High,MediumLow,High,Medium,White
MediumLow,High,MediumHigh,High,Medium,High,MediumLow,White
MediumLow,High,MediumLow,MediumHigh,Medium,MediumHigh,Medium,White
High,High,High,High,Medium,Medium,High,White
MediumHigh,Medium,Medium,Medium,MediumHigh,MediumHigh,High,White
MediumHigh,Medium,Medium,Medium,High,MediumHigh,Medium,Red
High,MediumLow,MediumLow,Medium,MediumLow,MediumLow,Medium,White
Medium,MediumHigh,High,MediumHigh,Medium,High,High,White
High,MediumHigh,MediumHigh,Medium,MediumLow,MediumLow,High,White
High,Medium,MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,Red
High,Medium,Medium,MediumLow,MediumHigh,High,MediumHigh,Red
High,Medium,MediumLow,MediumLow,MediumLow,High,Medium,Red
High,MediumLow,Medium,Medium,Medium,MediumHigh,MediumHigh,White
MediumHigh,MediumHigh,Medium,Medium,High,High,MediumHigh,Red
MediumLow,Medium,MediumHigh,MediumLow,High,High,MediumHigh,Red
MediumLow,MediumLow,Medium,Medium,MediumLow,High,High,White
High,Medium,MediumLow,MediumLow,Medium,MediumHigh,High,Red
MediumLow,MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,Medium,White
MediumLow,Medium,Medium,MediumLow,Medium,MediumLow,High,White
MediumLow,MediumHigh,Medium,Medium,High,MediumLow,High,White
MediumHigh,MediumLow,MediumLow,MediumHigh,MediumLow,High,MediumHigh,White
MediumLow,MediumHigh,MediumHigh,Medium,MediumHigh,MediumLow,High,White
Medium,High,High,High,Medium,Medium,Medium,White
MediumLow,Medium,Medium,MediumLow,High,MediumHigh,MediumHigh,Red
High,MediumLow,High,MediumHigh,Medium,MediumHigh,MediumLow,White
High,MediumHigh,MediumLow,Medium,Medium,MediumLow,High,White
Medium,High,High,MediumHigh,MediumHigh,High,MediumHigh,White
Medium,MediumLow,MediumLow,MediumHigh,MediumLow,MediumHigh,Medium,White
MediumHigh,High,High,MediumHigh,Medium,Medium,MediumLow,White
MediumHigh,High,MediumHigh,High,High,MediumHigh,MediumHigh,White
MediumHigh,MediumLow,High,MediumHigh,High,Medium,MediumHigh,White
High,MediumHigh,MediumLow,MediumLow,MediumHigh,High,High,Red
High,High,MediumLow,MediumLow,MediumLow,MediumLow,High,White
Medium,MediumHigh,High,High,Medium,Medium,MediumLow,White
Medium,High,High,High,Medium,MediumHigh,MediumLow,White
Medium,High,MediumHigh,High,MediumLow,Medium,MediumLow,White
High,Medium,MediumLow,MediumLow,Medium,Medium,Medium,Red
MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumHigh,MediumHigh,White
High,Medium,MediumLow,MediumLow,MediumHigh,High,MediumLow,Red
Medium,Medium,MediumHigh,MediumLow,High,High,Medium,Red
High,High,High,MediumHigh,Medium,MediumLow,High,White
MediumHigh,MediumLow,MediumLow,Medium,MediumLow,MediumLow,MediumHigh,White
MediumHigh,High,Medium,MediumHigh,MediumLow,High,MediumLow,White
MediumLow,MediumLow,MediumHigh,Medium,High,MediumHigh,MediumHigh,White
High,MediumLow,MediumLow,MediumLow,Medium,High,MediumHigh,Red
Medium,MediumLow,High,MediumHigh,High,High,Medium,White
MediumHigh,High,High,MediumHigh,High,High,Medium,White
MediumHigh,Medium,Medium,MediumLow,MediumHigh,High,Medium,Red
MediumHigh,High,Medium,MediumHigh,MediumLow,Medium,MediumLow,White
High,Medium,MediumLow,Medium,MediumHigh,High,Medium,Red
Medium,High,MediumHigh,Medium,Medium,Medium,Medium,White
MediumLow,MediumLow,MediumLow,MediumLow,MediumHigh,MediumLow,High,White
Medium,Medium,High,High,MediumLow,MediumLow,MediumLow,White
MediumLow,MediumHigh,MediumHigh,High,Medium,Medium,Medium,White
MediumLow,MediumLow,Medium,MediumHigh,MediumHigh,MediumLow,MediumHigh,White
MediumLow,High,High,High,High,High,MediumLow,White
High,Medium,MediumHigh,MediumHigh,MediumHigh,MediumHigh,Medium,Red
MediumHigh,High,MediumHigh,High,MediumLow,MediumLow,MediumLow,White
MediumHigh,MediumHigh,MediumLow,MediumLow,High,MediumHigh,MediumHigh,Red
MediumLow,MediumHigh,Medium,Medium,Medium,Medium,High,White
MediumHigh,MediumLow,MediumHigh,MediumHigh,MediumLow,MediumLow,High,White
Medium,Medium,MediumHigh,Medium,MediumHigh,Medium,High,White
Medium,High,High,MediumHigh,MediumHigh,High,MediumHigh,White
High,MediumHigh,Medium,Medium,Medium,MediumLow,High,White
MediumHigh,High,High,High,MediumLow,Medium,MediumLow,White
MediumHigh,MediumLow,MediumLow,MediumHigh,MediumLow,MediumLow,MediumLow,White
Medium,MediumHigh,Medium,Medium,MediumLow,MediumHigh,MediumHigh,White
Medium,MediumLow,MediumHigh,Medium,MediumLow,Medium,MediumHigh,White
High,MediumHigh,MediumLow,MediumLow,MediumLow,MediumLow,High,White
Medium,High,High,High,MediumHigh,MediumHigh,MediumLow,White
Medium,High,Medium,Medium,Medium,Medium,MediumLow,White
High,MediumHigh,MediumHigh,High,High,Medium,MediumLow,White
MediumHigh,MediumHigh,MediumHigh,MediumHigh,Medium,MediumHigh,MediumHigh,White
Medium,MediumLow,Medium,Medium,Medium,Medium,High,White
High,Medium,MediumLow,MediumLow,MediumLow,MediumHigh,MediumLow,Red
High,MediumHigh,MediumLow,MediumLow,MediumHigh,MediumHigh,MediumHigh,Red
MediumHigh,MediumHigh,High,High,High,MediumHigh,Medium,White
MediumHigh,MediumHigh,MediumHigh,Medium,Medium,MediumHigh,MediumLow,Red
Medium,MediumHigh,MediumLow,MediumLow,High,High,MediumHigh,Red
Medium,MediumLow,Medium,MediumHigh,High,High,Medium,White
MediumHigh,Medium,MediumLow,MediumLow,MediumHigh,Medium,MediumLow,Red
High,MediumLow,MediumLow,MediumLow,MediumLow,Medium,MediumLow,White
MediumHigh,High,High,High,MediumLow,MediumLow,MediumLow,White
High,High,High,MediumHigh,MediumLow,Medium,MediumLow,White
MediumLow,High,MediumHigh,High,Medium,Medium,MediumLow,White
MediumHigh,MediumLow,MediumHigh,MediumLow,MediumHigh,High,MediumHigh,Red
Medium,MediumHigh,Medium,MediumHigh,MediumHigh,Medium,High,White
MediumHigh,High,Medium,MediumHigh,Medium,MediumLow,Medium,White
MediumLow,Medium,Medium,Medium,High,MediumHigh,MediumHigh,White
MediumLow,High,High,MediumHigh,High,Medium,High,White
MediumLow,Medium,Medium,MediumLow,High,High,Medium,Red
Medium,High,High,MediumHigh,MediumHigh,MediumLow,MediumLow,White
MediumLow,MediumLow,MediumLow,High,High,High,Medium,White
MediumHigh,High,High,High,Medium,Medium,MediumLow,White
Medium,MediumLow,MediumHigh,High,High,Medium,MediumHigh,White
MediumLow,MediumHigh,Medium,MediumHigh,MediumLow,MediumLow,MediumHigh,White
Medium,High,High,High,Medium,Medium,MediumLow,White
High,MediumLow,MediumLow,MediumLow,MediumHigh,High,Medium,Red
MediumLow,MediumLow,MediumHigh,Medium,High,Medium,High,White
MediumHigh,High,MediumHigh,Medium,MediumLow,MediumLow,MediumLow,White
MediumLow,High,High,High,Medium,MediumHigh,MediumLow,White
MediumLow,MediumLow,Medium,MediumHigh,Medium,MediumLow,MediumLow,White
MediumHigh,MediumLow,High,Medium,Medium,MediumLow,High,White
MediumHigh,Medium,Medium,Medium,High,MediumHigh,MediumLow,Red
High,MediumHigh,High,Medium,MediumLow,Medium,High,White
MediumLow,High,High,MediumHigh,MediumLow,MediumLow,High,White
MediumLow,MediumHigh,High,MediumHigh,Medium,High,MediumHigh,White
Medium,Medium,MediumHigh,Medium,MediumHigh,MediumLow,High,White
High,Medium,Medium,MediumHigh,MediumLow,High,Medium,Red
MediumHigh,MediumHigh,MediumHigh,MediumHigh,Medium,High,High,White
High,Medium,MediumLow,Medium,MediumLow,Medium,Medium,White
Medium,MediumHigh,High,High,High,High,Medium,White
MediumHigh,High,Medium,High,MediumLow,MediumHigh,MediumLow,White
High,Medium,MediumLow,MediumLow,Medium,MediumLow,High,White
Medium,MediumLow,High,Medium,MediumLow,MediumHigh,High,White
High,MediumHigh,MediumLow,MediumLow,MediumHigh,High,High,Red
MediumHigh,MediumLow,MediumLow,MediumHigh,Medium,Medium,Medium,White
High,MediumHigh,MediumHigh,MediumHigh,High,High,MediumHigh,White
High,Medium,Medium,Medium,MediumHigh,MediumHigh,Medium,Red
High,High,MediumHigh,High,MediumLow,High,MediumLow,White
MediumLow,MediumLow,MediumHigh,MediumHigh,High,MediumHigh,Medium,White
